HOUSEHOLD_ID,MEMBER_ID,LINE_NUMBER,A01_LAST_NAME,A01_FIRST_NAME,A01_SUFFIX,A01_MIDDLE_NAME,A02_RELATION_TO_HH_HEAD,A05_SEX,A07_AGE,A09_MARITAL_STATUS,A17_SOLO_PARENT,A18_SOLO_PARENT_ID,A19_SENIOR_CITIZEN_ID,A20_A_SEEING,A20_B_HEARING,A20_C_WALKING,A20_D_REMEMBERING,A20_E_SELF_CARING,A20_F_COMMUNICATING,B06_OFI,C01_SIMPLE_LITERACY,C02_HGC_LEVEL,C03_CURRENTLY_ATTENDING_SCHOOL,C05_CURRENT_GRADE_LEVEL,C06_REASON_NOT_ATTENDING_SCHOOL,C07_TVET_GRADUATE,C08_TVET_CURRENTLY_ATTENDING,E01_WORK_PAST_WEEK,E03_JOB_OR_BUSINESS_PAST_WEEK,E11_NATURE_OF_EMPLOYMENT,E12_NUMBER_OF_HOURS_WORKED,E13_NUMBER_OF_DAYS_WORKED,E14_TOTAL_NUMBER_OF_HOURS_WORKED,E15_WANT_MORE_HOURS,E16_LOOKING_FOR_ADDITIONAL_WORK,E18_CLASS_OF_WORKER,E19_BASIS_OF_PAYMENT,E24_REASON_MORE_OR_LESS_HOURS,E25_TRY_LOOK_FOR_WORK_OR_DO_BUSINESS,E29_REASON_NOT_LOOKING_FOR_WORK,E31_AVAILABLE_FOR_WORK,E32_WILLING_TO_WORK,E39_OWNERSHIP_OF_AGRI_LAND,E40_LAND_USED_IN_AGRI_ACTIVITY
HH000132,HH000132-M02,02,Salazar,Leah,,Lopez,02,2,37,2,2,,,1,1,1,1,1,1,7,1,3,,,,1,2,1,,3,4,4,18,2,2,3,,28,,,,,2,
HH000132,HH000132-M03,03,Salazar,John,Jr.,Soriano,03,1,21,1,2,,,1,1,1,1,1,1,7,1,5,1,00034012,,1,2,2,2,,,,,,,,,,2,09,,,1,1
HH000132,HH000132-M04,04,Salazar,Joy,,Mendoza,04,2,20,1,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,2,2,1,,1,8,5,42,1,1,3,,,,,,,2,
HH000133,HH000133-M01,01,Fernandez,Marco,,Santos,01,1,61,6,2,,1,1,2,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000134,HH000134-M01,01,Reyes,Mae,,Flores,01,2,34,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,7,58,1,1,1,3,12,,,,,2,
HH000134,HH000134-M02,02,Reyes,Luis,,Aquino,02,1,34,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,8,5,42,2,2,6,,,,,,,2,
HH000134,HH000134-M03,03,Reyes,Gabriel,,Cruz,03,1,14,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000134,HH000134-M04,04,Reyes,Andrea,,Castillo,04,2,4,1,,,,,,,,,,,,,2,,14,,,,,,,,,,,,,,,,,,,
HH000135,HH000135-M01,01,Pascual,Rafael,III,Fernandez,01,1,53,2,2,,,1,1,1,2,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,2,01,1,1,2,
HH000135,HH000135-M02,02,Pascual,Ana,,Reyes,02,2,52,2,2,,,1,1,1,1,1,1,1,1,6,,,,2,2,,,,,,,,,,,,,,,,,
HH000135,HH000135-M03,03,Pascual,Jerome,Jr.,Fernandez,03,1,9,1,,,,1,1,1,1,1,1,,2,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000135,HH000135-M04,04,Pascual,Patricia,,Ramos,04,2,4,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000135,HH000135-M05,05,Pascual,Ella,,Bautista,04,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000136,HH000136-M01,01,Torres,Jerome,,Valdez,01,1,36,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,10,5,51,1,1,2,4,11,,,,,2,
HH000136,HH000136-M02,02,Torres,Nicole,,Ramos,02,2,37,2,2,,,1,1,1,1,1,1,7,2,6,,,,2,2,1,,3,6,5,30,1,2,1,3,99,,,,,2,
HH000136,HH000136-M03,03,Torres,Andrea,,Aquino,04,2,17,1,2,,,1,1,1,1,1,2,7,1,2,1,00034012,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000136,HH000136-M04,04,Torres,Angela,,Fernandez,04,2,16,1,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,2,2,2,2,,,,,,,,,,2,09,,,1,1
HH000136,HH000136-M05,05,Torres,Hanson,,Cruz,03,1,5,1,,,,1,1,1,1,1,1,,1,1,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000136,HH000136-M06,06,Torres,Gabriel,,Rivera,23,1,41,6,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,2,05,1,2,2,
HH000137,HH000137-M01,01,Pascual,Luis,,Fernandez,01,1,54,3,2,,,1,1,1,1,1,1,7,1,4,,,,2,2,1,,1,9,7,63,2,2,1,4,11,,,,,2,
HH000138,HH000138-M01,01,Valdez,Andrea,,Cruz,01,2,58,2,2,,,1,1,1,1,1,1,7,1,6,,,,1,2,1,,2,8,5,39,2,2,1,3,23,,,,,1,1
HH000138,HH000138-M02,02,Valdez,Christian,,Aguilar,02,1,54,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000138,HH000138-M03,03,Valdez,Michelle,,Reyes,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000139,HH000139-M01,01,Aguilar,Bea,,Mendoza,01,2,58,6,1,1,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,6,6,37,1,2,1,3,24,,,,,2,
HH000139,HH000139-M02,02,Aguilar,Joy,,Fernandez,04,2,22,1,2,,,1,1,2,1,1,1,7,1,6,2,,07,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000139,HH000139-M03,03,Aguilar,John,,Garcia,03,1,10,3,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000139,HH000139-M04,04,Aguilar,Bea,,Torres,04,2,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000139,HH000139-M05,05,Aguilar,Rose,,Valdez,04,2,4,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000139,HH000139-M06,06,Aguilar,Hanson,,Castillo,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000140,HH000140-M01,01,Torres,Rommel,,Flores,01,1,46,2,2,,,1,1,1,1,2,1,1,1,1,,,,2,2,,,,,,,,,,,,,,,,,
HH000140,HH000140-M02,02,Torres,Angela,,Santos,02,2,40,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,6,2,12,1,2,1,3,24,,,,,2,
HH000140,HH000140-M03,03,Torres,Jerome,,Soriano,03,1,23,2,2,,,1,1,1,1,1,1,7,1,6,2,,07,1,2,2,2,,,,,,,,,,2,01,1,1,2,
HH000140,HH000140-M04,04,Torres,Joshua,,Valdez,03,1,21,1,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,2,2,1,,2,9,7,63,2,2,1,1,11,,,,,2,
HH000140,HH000140-M05,05,Torres,Joy,,Torres,04,2,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000140,HH000140-M06,06,Torres,Liza,,Torres,04,2,3,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000141,HH000141-M01,01,Reyes,John,,Fernandez,01,1,33,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,1,2,9,0,0,2,2,6,,14,,,,,2,
HH000141,HH000141-M02,02,Reyes,Camille,,Aquino,02,2,37,2,2,,,1,2,1,1,1,1,7,1,3,,,,2,2,1,,1,8,6,50,2,2,3,,12,,,,,2,
HH000141,HH000141-M03,03,Reyes,Grace,,Castillo,04,2,10,1,2,,,1,2,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000141,HH000141-M04,04,Reyes,Mae,,Cruz,16,2,32,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,1,1,9,0,0,2,2,1,3,32,,,,,2,
HH000142,HH000142-M01,01,Ramos,Lance,III,Santos,01,1,32,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,5,42,1,1,3,,,,,,,2,
HH000142,HH000142-M02,02,Ramos,Joan,,Diaz,02,2,36,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,1,8,3,22,2,2,1,3,22,,,,,2,
HH000142,HH000142-M03,03,Ramos,Hanson,Jr.,Garcia,03,1,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024014,,2,2,2,2,,,,,,,,,,2,10,,,1,1
HH000143,HH000143-M01,01,De Vera,Juan,,Ramos,01,1,55,2,2,,,1,1,2,1,1,1,7,1,3,,,,1,2,2,2,,,,,,,,,,1,,1,1,2,
HH000143,HH000143-M02,02,De Vera,Bea,,Rivera,02,2,59,2,2,,,1,1,1,1,1,1,7,1,1,,,,1,2,1,,1,8,5,42,2,2,3,,,,,,,2,
HH000143,HH000143-M03,03,De Vera,Joy,,Flores,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000144,HH000144-M01,01,Valdez,Jasmine,,Ramos,01,2,29,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,4,32,2,2,3,,28,,,,,2,
HH000144,HH000144-M02,02,Valdez,Mark,,Mendoza,02,1,34,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,9,5,46,2,2,1,4,,,,,,2,
HH000144,HH000144-M03,03,Valdez,Gabriel,Jr.,Diaz,03,1,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000144,HH000144-M04,04,Valdez,Leah,,Valdez,04,2,6,1,,,,1,1,1,1,1,1,,2,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000144,HH000144-M05,05,Valdez,Jose,,Bautista,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000145,HH000145-M01,01,Manalo,Joy,,Torres,01,2,38,2,2,,,1,1,1,2,1,1,7,1,2,,,,2,2,1,,2,6,4,26,1,2,1,3,28,,,,,2,
HH000145,HH000145-M02,02,Manalo,Noel,,Castillo,02,1,38,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,3,,,,,,,,,,1,,1,1,2,
HH000145,HH000145-M03,03,Manalo,Sophia,,Valdez,04,2,21,1,2,,,1,1,1,1,1,1,7,1,3,2,,07,2,1,1,,1,8,7,54,2,2,1,4,13,,,,,2,
HH000145,HH000145-M04,04,Manalo,Andrea,,Soriano,04,2,16,1,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000145,HH000145-M05,05,Manalo,Camille,,Domingo,04,2,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024013,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000146,HH000146-M01,01,Rosales,Camille,,Aquino,01,2,57,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,2,8,3,24,2,2,0,4,29,,,,,2,
HH000146,HH000146-M02,02,Rosales,Rafael,,Rivera,02,1,60,2,2,,1,2,1,2,2,1,1,7,1,2,,,,2,2,1,,1,4,5,19,1,2,3,,27,,,,,2,
HH000146,HH000146-M03,03,Rosales,Bea,,Domingo,04,2,24,3,2,,,1,1,1,1,1,1,7,1,2,2,,08,2,2,1,,1,5,4,20,1,2,1,4,31,,,,,2,
HH000146,HH000146-M04,04,Rosales,Bea,,Aquino,23,2,70,4,2,,8,1,1,2,1,4,1,7,1,6,,,,2,2,2,1,1,9,0,0,2,2,1,3,12,,,,,2,
HH000147,HH000147-M01,01,Manalo,Angelo,III,Torres,01,1,46,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,2,03,2,2,2,
HH000147,HH000147-M02,02,Manalo,Catherine,,Rivera,02,2,48,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000147,HH000147-M03,03,Manalo,Ana,,Ramos,04,2,22,1,2,,,1,1,1,2,1,1,7,1,4,2,,08,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000147,HH000147-M04,04,Manalo,Jose,,Castillo,03,1,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000147,HH000147-M05,05,Manalo,Daniel,,Bautista,03,1,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000148,HH000148-M01,01,Bautista,Patricia,,Rivera,01,2,24,2,2,,,1,1,3,1,1,1,7,1,2,2,,07,2,2,1,,1,8,6,48,2,2,1,3,,,,,,2,
HH000148,HH000148-M02,02,Bautista,Luis,,Aguilar,02,1,22,2,2,,,1,1,2,1,1,1,7,1,3,2,,06,2,2,1,,2,8,5,42,2,2,3,,,,,,,2,
HH000149,HH000149-M01,01,Padilla,Liza,,Garcia,01,2,52,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,6,48,1,1,3,,,,,,,2,
HH000149,HH000149-M02,02,Padilla,Luis,,Valdez,02,1,47,2,2,,,2,1,1,1,1,1,7,1,4,,,,1,1,2,2,,,,,,,,,,2,10,,,2,
HH000149,HH000149-M03,03,Padilla,Michelle,,Diaz,04,2,15,1,2,,,1,1,1,1,1,1,7,1,1,1,00024013,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000149,HH000149-M04,04,Padilla,Liza,,Bautista,04,2,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000150,HH000150-M01,01,Navarro,Ana,,Castillo,01,2,57,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,10,5,52,2,2,5,4,12,,,,,2,
HH000150,HH000150-M02,02,Navarro,Hanson,,Fernandez,02,1,61,2,2,,1,2,1,1,3,2,1,7,1,3,,,,1,2,1,,1,8,5,41,2,2,1,3,,,,,,2,
HH000151,HH000151-M01,01,De Vera,Angela,,Rivera,01,2,51,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,10,6,60,2,2,2,5,12,,,,,2,
HH000151,HH000151-M02,02,De Vera,Juan,,Lopez,02,1,47,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,6,3,18,1,2,1,4,99,,,,,2,
HH000152,HH000152-M01,01,Soriano,Andrea,,Domingo,01,2,35,2,2,,,1,1,1,1,1,1,7,1,7,,,,2,2,1,,1,8,5,38,2,2,1,3,24,,,,,2,
HH000152,HH000152-M02,02,Soriano,Noel,,Cruz,02,1,38,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,1,1,6,0,0,2,2,3,,24,,,,,1,1
HH000152,HH000152-M03,03,Soriano,Jerome,,Fernandez,03,1,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024014,,2,2,2,2,,,,,,,,,,2,99,,,2,
HH000152,HH000152-M04,04,Soriano,Nicole,,Santos,04,2,14,1,2,,,1,1,1,1,1,1,,1,2,1,00024013,,,,2,2,,,,,,,,,,,,,,,
HH000153,HH000153-M01,01,Padilla,Grace,,Torres,01,2,27,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,6,6,38,1,1,3,,29,,,,,2,
HH000153,HH000153-M02,02,Padilla,Rommel,,Garcia,02,1,25,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,12,5,62,2,2,1,2,11,,,,,2,
HH000153,HH000153-M03,03,Padilla,Liza,,Castillo,04,2,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000153,HH000153-M04,04,Padilla,Rommel,,Garcia,03,1,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000153,HH000153-M05,05,Padilla,Jose,,Valdez,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000154,HH000154-M01,01,Garcia,Miguel,,Castillo,01,1,70,2,2,,1,1,3,1,2,1,1,7,1,4,,,,2,2,2,1,2,8,0,0,2,2,2,5,22,,,,,2,
HH000154,HH000154-M02,02,Garcia,Sophia,,Castillo,02,2,71,2,2,,1,1,1,1,1,1,1,7,1,2,,,,1,2,2,3,,,,,,,,,,1,,2,1,2,
HH000155,HH000155-M01,01,Navarro,Marco,Jr.,Rivera,01,1,44,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,1,1,,1,6,7,43,2,2,3,,,,,,,2,
HH000155,HH000155-M02,02,Navarro,Ana,,Santos,02,2,47,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,04,1,1,2,
HH000156,HH000156-M01,01,Ramos,Sophia,,Domingo,01,2,76,4,2,,1,1,1,1,1,2,1,7,1,0,,,,2,2,1,,1,9,5,47,2,2,0,3,,,,,,2,
HH000157,HH000157-M01,01,Mendoza,Lance,Jr.,Ramos,01,1,26,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,6,48,2,2,1,3,,,,,,2,
HH000157,HH000157-M02,02,Mendoza,Mae,,Flores,02,2,29,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,8,5,38,2,2,5,1,22,,,,,2,
HH000157,HH000157-M03,03,Mendoza,Gabriel,,Garcia,03,1,6,1,,,,1,1,1,1,1,1,,2,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000157,HH000157-M04,04,Mendoza,Angela,,Torres,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000157,HH000157-M05,05,Mendoza,Nicole,,Reyes,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000157,HH000157-M06,06,Mendoza,Grace,,Fernandez,12,2,70,2,2,,1,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,2,08,,,2,
HH000158,HH000158-M01,01,Castro,Carlo,,Torres,01,1,66,2,2,,1,1,1,1,1,1,2,7,1,2,,,,2,2,2,3,,,,,,,,,,1,,1,1,2,
HH000158,HH000158-M02,02,Castro,Jasmine,,Lopez,02,2,71,2,2,,1,1,2,1,1,1,2,7,1,1,,,,1,2,2,2,,,,,,,,,,1,,1,1,2,
HH000159,HH000159-M01,01,Dela Cruz,John,,Diaz,01,1,25,2,2,,,1,1,2,1,1,1,7,1,5,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000159,HH000159-M02,02,Dela Cruz,Andrea,,Rivera,02,2,27,2,2,,,1,1,1,1,2,1,7,1,3,,,,1,2,1,,1,9,5,45,2,2,3,,,,,,,2,
HH000159,HH000159-M03,03,Dela Cruz,Marco,,Ramos,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000159,HH000159-M04,04,Dela Cruz,Hanson,Jr.,Diaz,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000160,HH000160-M01,01,Ramos,Angela,,Mendoza,01,2,31,6,1,1,,1,1,1,1,1,1,2,1,1,,,,2,2,,,,,,,,,,,,,,,,,
HH000160,HH000160-M02,02,Ramos,Ella,,Ramos,04,2,14,1,2,,,1,1,1,1,1,1,,1,1,1,00024013,,,,2,2,,,,,,,,,,,,,,,
HH000160,HH000160-M03,03,Ramos,Michelle,,Cruz,04,2,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000160,HH000160-M04,04,Ramos,Angelo,,Soriano,03,1,3,1,,,,,,,,,,,,,2,,14,,,,,,,,,,,,,,,,,,,
HH000161,HH000161-M01,01,Castro,Nathan,,Ramos,01,1,54,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,8,7,56,2,2,4,,14,,,,,2,
HH000161,HH000161-M02,02,Castro,Joan,,Soriano,02,2,57,2,2,,,1,1,1,2,1,1,7,1,3,,,,2,2,1,,1,10,6,59,2,2,4,,14,,,,,2,
HH000161,HH000161-M03,03,Castro,Lance,Jr.,Soriano,03,1,21,1,2,,,1,1,1,1,1,1,7,1,4,2,,06,2,2,2,2,,,,,,,,,,2,99,,,2,
HH000161,HH000161-M04,04,Castro,Camille,,Bautista,12,2,74,2,2,,1,1,1,2,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,07,,,2,
HH000161,HH000161-M05,05,Castro,Patricia,,Cruz,12,2,84,6,2,,1,4,1,1,1,1,2,7,1,3,,,,2,2,1,,2,8,6,50,2,2,5,0,14,,,,,2,
HH000162,HH000162-M01,01,Rivera,Marco,,Reyes,01,1,53,2,2,,,1,1,1,1,2,1,7,1,6,,,,2,2,1,,1,9,5,44,2,2,0,3,,,,,,2,
HH000162,HH000162-M02,02,Rivera,Grace,,Ramos,02,2,57,2,2,,,2,1,2,1,1,1,7,1,2,,,,2,2,1,,2,8,5,40,2,2,2,7,,,,,,2,
HH000162,HH000162-M03,03,Rivera,Jerome,Jr.,Santos,03,1,5,1,,,,1,1,1,1,1,1,,1,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000162,HH000162-M04,04,Rivera,Leah,,Reyes,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000162,HH000162-M05,05,Rivera,Mark,,Aquino,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000163,HH000163-M01,01,Valdez,Maria,,Cruz,01,2,49,2,2,,,1,1,1,1,1,2,7,1,3,,,,1,2,1,,2,8,5,40,2,2,1,4,,,,,,2,
HH000163,HH000163-M02,02,Valdez,Angelo,,Diaz,02,1,43,2,2,,,1,1,1,1,1,1,7,1,7,,,,2,2,1,,1,6,5,30,1,2,3,,29,,,,,1,1
HH000163,HH000163-M03,03,Valdez,Andrea,,Mendoza,04,2,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000163,HH000163-M04,04,Valdez,Juan,,Diaz,03,1,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000163,HH000163-M05,05,Valdez,Kristine,,Garcia,04,2,6,1,,,,2,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000163,HH000163-M06,06,Valdez,Rose,,Aguilar,04,2,3,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000163,HH000163-M07,07,Valdez,Luis,Jr.,Soriano,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000164,HH000164-M01,01,Corpuz,Gabriel,,Bautista,01,1,43,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,8,5,40,2,2,3,,,,,,,2,
HH000164,HH000164-M02,02,Corpuz,Leah,,Flores,02,2,43,2,2,,,1,1,1,1,1,1,7,2,3,,,,2,2,1,,2,7,5,35,2,2,3,,31,,,,,2,
HH000164,HH000164-M03,03,Corpuz,Juan,,Santos,03,1,22,1,2,,,1,1,1,2,1,1,7,1,6,2,,14,2,2,2,2,,,,,,,,,,2,01,1,1,2,
HH000164,HH000164-M04,04,Corpuz,Rose,,Castillo,04,2,16,1,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000164,HH000164-M05,05,Corpuz,Rafael,,Bautista,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000164,HH000164-M06,06,Corpuz,Mae,,Bautista,12,2,82,2,2,,1,1,1,1,1,1,1,7,1,2,,,,2,2,2,1,3,6,0,0,1,1,1,3,32,,,,,2,
HH000164,HH000164-M07,07,Corpuz,Daniel,,Aguilar,23,1,47,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,1,8,6,50,2,2,3,,99,,,,,2,
HH000165,HH000165-M01,01,Rivera,Nicole,,Ramos,01,2,57,2,2,,,2,1,1,2,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000165,HH000165-M02,02,Rivera,Hanson,,Castillo,02,1,55,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000165,HH000165-M03,03,Rivera,Liza,,Diaz,04,2,21,1,2,,,1,1,1,1,1,2,7,1,3,2,,08,2,2,2,2,,,,,,,,,,1,,2,1,2,
HH000165,HH000165-M04,04,Rivera,Joy,,Aguilar,04,2,3,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000166,HH000166-M01,01,Abad,Marco,III,Torres,01,1,44,2,2,,,1,1,2,1,1,2,7,1,2,,,,1,2,2,1,2,6,0,0,2,2,4,,29,,,,,2,
HH000166,HH000166-M02,02,Abad,Camille,,Fernandez,02,2,40,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,9,5,45,2,2,4,,,,,,,2,
HH000166,HH000166-M03,03,Abad,Jose,,Flores,03,1,19,1,2,,,1,1,1,1,1,1,7,1,5,1,00034012,,2,2,1,,2,8,6,48,2,2,1,3,,,,,,2,
HH000166,HH000166-M04,04,Abad,Christian,Jr.,Navarro,03,1,14,1,2,,,1,1,1,1,1,1,,1,2,1,00024013,,,,2,2,,,,,,,,,,,,,,,
HH000166,HH000166-M05,05,Abad,Hanson,,Garcia,03,1,11,1,2,,,1,1,1,4,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000167,HH000167-M01,01,Bernal,Rose,,Navarro,01,2,40,2,2,,,1,1,1,2,1,2,7,1,6,,,,2,2,1,,1,6,7,41,2,2,6,,,,,,,2,
HH000167,HH000167-M02,02,Bernal,Rommel,,Rivera,02,1,40,2,2,,,1,1,1,1,1,1,7,1,6,,,,1,2,2,2,,,,,,,,,,2,10,,,2,
HH000167,HH000167-M03,03,Bernal,Gabriel,,Diaz,03,1,3,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000168,HH000168-M01,01,Mendoza,Catherine,,Domingo,01,2,63,2,2,,1,1,2,1,1,2,1,7,1,2,,,,2,2,1,,1,6,3,20,1,2,3,,20,,,,,2,
HH000168,HH000168-M02,02,Mendoza,Juan,,Ramos,02,1,68,2,2,,2,1,1,1,1,2,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,01,2,2,2,
HH000169,HH000169-M01,01,Navarro,Juan,,Valdez,01,1,30,2,2,,,1,1,1,1,1,1,7,1,7,,,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000169,HH000169-M02,02,Navarro,Catherine,,Ramos,02,2,30,2,2,,,1,1,1,1,1,1,7,1,3,,,,1,2,1,,1,8,6,49,2,2,6,,13,,,,,2,
HH000169,HH000169-M03,03,Navarro,Karen,,Cruz,04,2,9,1,,,,1,1,1,3,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000169,HH000169-M04,04,Navarro,Bea,,Mendoza,04,2,9,1,,,,1,1,1,2,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000169,HH000169-M05,05,Navarro,Michelle,,Garcia,04,2,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
